Kilometro_num,Provincia,Cantón,region,Rural_urbano,Calzada_vertical,Calzada_horizontal,hora_grupo,fin_semana,estacion,calzada_tipo,estado_via,clima_grupo,tipo_colision,severidad_tipo_LLM,cobertura_emergencias_canton
13.0,alajuela,alajuela,central,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,lateral,10,10
6.0,heredia,santo domingo,central,urbana,plano,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,lateral,10,9
13.0,guanacaste,carrillo,chorotega,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,alcance,7,6
9.0,san josé,san josé,central,urbana,plano,curva,06:00-11:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
2.0,san josé,moravia,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
4.0,san josé,san josé,central,urbana,plano,curva,06:00-11:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
24.0,guanacaste,tilarán,chorotega,rural,pendiente,curva,12:00-17:59,1,invierno,pavimentada,buena,lluvia,interseccion,9,4
20.0,alajuela,alajuela,central,urbana,plano,recta,00:00-05:59,1,invierno,pavimentada,riesgo,bueno,interseccion,9,10
1.0,san josé,san josé,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,interseccion,9,10
10.0,alajuela,poás,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,alcance,7,4
1.0,heredia,heredia,central,urbana,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,lluvia,frontal,9,10
154.0,limón,limón,huetar caribe,urbana,plano,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,lateral,10,9
28.0,alajuela,alajuela,central,urbana,plano,recta,06:00-11:59,1,verano,pavimentada,buena,bueno,alcance,7,10
0.0,guanacaste,carrillo,chorotega,rural,plano,recta,00:00-05:59,1,invierno,pavimentada,buena,bueno,lateral,10,6
57.0,puntarenas,parrita,pacífico central,rural,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,lluvia,alcance,7,4
12.0,alajuela,san ramón,central,rural,pendiente,recta,12:00-17:59,0,invierno,pavimentada,buena,lluvia,frontal,9,8
3.0,san josé,pérez zeledón,brunca,urbana,pendiente,curva,00:00-05:59,0,invierno,pavimentada,buena,bueno,frontal,9,7
6.0,san josé,curridabat,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
9.0,heredia,heredia,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
4.0,puntarenas,quepos,pacífico central,rural,pendiente,recta,18:00-23:59,1,invierno,pavimentada,buena,bueno,interseccion,9,7
5.0,limón,pococí,huetar caribe,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,lateral,10,6
6.0,san josé,vázquez de coronado,central,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,interseccion,9,9
2.0,heredia,barva,central,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,lateral,10,9
16.0,cartago,la unión,central,urbana,pendiente,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,frontal,9,9
141.0,guanacaste,abangares,chorotega,urbana,plano,curva,12:00-17:59,0,invierno,pavimentada,buena,bueno,interseccion,9,3
10.0,san josé,santa ana,central,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,frontal,9,10
0.0,san josé,san josé,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
7.0,heredia,heredia,central,urbana,plano,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,interseccion,9,10
1.0,cartago,cartago,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,10
2.0,san josé,san josé,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,riesgo,bueno,lateral,10,10
11.0,san josé,san josé,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
256.0,puntarenas,osa,brunca,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,2
16.0,limón,pococí,huetar caribe,urbana,plano,curva,18:00-23:59,1,invierno,pavimentada,buena,bueno,lateral,10,6
124.0,limón,matina,huetar caribe,rural,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,lateral,10,3
13.0,alajuela,alajuela,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
54.0,puntarenas,puntarenas,pacífico central,rural,plano,recta,00:00-05:59,1,verano,pavimentada,buena,bueno,interseccion,9,7
145.0,san josé,pérez zeledón,brunca,rural,plano,recta,00:00-05:59,1,verano,pavimentada,buena,bueno,interseccion,9,7
1.0,san josé,montes de oca,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
2.0,san josé,san josé,central,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,interseccion,9,10
3.0,alajuela,alajuela,central,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,alcance,7,10
8.0,alajuela,grecia,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,lluvia,interseccion,9,6
87.0,limón,siquirres,huetar caribe,urbana,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,bueno,lateral,10,7
25.0,guanacaste,nicoya,chorotega,urbana,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,bueno,lateral,10,6
5.0,cartago,cartago,central,urbana,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,bueno,interseccion,9,10
1.0,alajuela,alajuela,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
26.0,cartago,cartago,central,urbana,pendiente,curva,12:00-17:59,0,invierno,pavimentada,buena,lluvia,frontal,9,10
4.0,san josé,san josé,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,alcance,7,10
8.0,san josé,san josé,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
333.0,puntarenas,corredores,brunca,rural,plano,recta,00:00-05:59,0,verano,pavimentada,buena,bueno,alcance,7,6
2.0,guanacaste,liberia,chorotega,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,interseccion,9,9
277.0,puntarenas,osa,brunca,rural,plano,curva,18:00-23:59,0,verano,pavimentada,buena,bueno,frontal,9,2
25.0,guanacaste,carrillo,chorotega,urbana,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,interseccion,9,6
5.0,heredia,santo domingo,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,9
10.0,heredia,san isidro,central,urbana,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,bueno,interseccion,9,8
6.0,san josé,santa ana,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,10
5.0,cartago,oreamuno,central,urbana,plano,recta,00:00-05:59,0,verano,pavimentada,buena,bueno,frontal,9,8
18.0,san josé,moravia,central,rural,pendiente,curva,12:00-17:59,0,verano,pavimentada,riesgo,lluvia,lateral,10,10
8.0,san josé,aserrí,central,urbana,pendiente,recta,06:00-11:59,1,verano,pavimentada,buena,bueno,interseccion,9,8
3.0,san josé,san josé,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
33.0,alajuela,grecia,central,rural,pendiente,curva,18:00-23:59,1,invierno,pavimentada,buena,bueno,lateral,10,6
102.0,alajuela,san carlos,huetar norte,urbana,plano,recta,06:00-11:59,1,verano,pavimentada,buena,bueno,interseccion,9,7
1.0,heredia,sarapiquí,huetar norte,rural,plano,recta,00:00-05:59,0,invierno,pavimentada,buena,bueno,lateral,10,2
19.0,heredia,sarapiquí,huetar norte,rural,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,bueno,alcance,7,2
4.0,heredia,santo domingo,central,urbana,plano,recta,06:00-11:59,1,verano,pavimentada,buena,bueno,interseccion,9,9
15.0,san josé,santa ana,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,lluvia,alcance,7,10
23.0,alajuela,alajuela,central,rural,pendiente,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
13.0,san josé,pérez zeledón,brunca,rural,plano,recta,00:00-05:59,1,verano,pavimentada,buena,bueno,frontal,9,7
17.0,alajuela,grecia,central,urbana,plano,curva,12:00-17:59,0,invierno,pavimentada,buena,bueno,alcance,7,6
2.0,alajuela,alajuela,central,urbana,pendiente,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
2.0,puntarenas,puntarenas,pacífico central,rural,plano,curva,00:00-05:59,1,verano,pavimentada,buena,bueno,objeto_fijo,9,7
7.0,san josé,santa ana,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
3.0,san josé,goicoechea,central,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,interseccion,9,10
1.0,cartago,turrialba,central,rural,plano,recta,06:00-11:59,1,verano,pavimentada,buena,bueno,interseccion,9,7
34.0,guanacaste,nicoya,chorotega,rural,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,frontal,9,6
142.0,san josé,pérez zeledón,brunca,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,7
136.0,san josé,pérez zeledón,brunca,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,alcance,7,7
57.0,guanacaste,santa cruz,chorotega,rural,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,alcance,7,6
3.0,alajuela,alajuela,central,urbana,plano,curva,00:00-05:59,1,verano,pavimentada,buena,bueno,frontal,9,10
143.0,limón,limón,huetar caribe,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,riesgo,bueno,alcance,7,9
16.0,alajuela,alajuela,central,urbana,pendiente,curva,18:00-23:59,1,invierno,pavimentada,buena,bueno,interseccion,9,10
22.0,alajuela,alajuela,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
135.0,san josé,pérez zeledón,brunca,urbana,plano,recta,00:00-05:59,0,invierno,pavimentada,buena,lluvia,alcance,7,7
1.0,san josé,moravia,central,urbana,pendiente,recta,06:00-11:59,1,verano,pavimentada,buena,bueno,interseccion,9,10
0.0,guanacaste,liberia,chorotega,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,alcance,7,9
1.0,san josé,san josé,central,urbana,pendiente,curva,06:00-11:59,1,invierno,pavimentada,buena,bueno,frontal,9,10
26.0,limón,pococí,huetar caribe,rural,plano,recta,18:00-23:59,0,verano,pavimentada,buena,lluvia,alcance,7,6
1.0,alajuela,orotina,pacífico central,rural,pendiente,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,frontal,9,5
4.0,san josé,vázquez de coronado,central,urbana,pendiente,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,frontal,9,9
142.0,san josé,pérez zeledón,brunca,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,interseccion,9,7
66.0,puntarenas,coto brus,brunca,rural,pendiente,curva,12:00-17:59,0,verano,pavimentada,buena,bueno,lateral,10,2
13.0,puntarenas,osa,brunca,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,alcance,7,2
0.0,san josé,escazú,central,urbana,plano,recta,00:00-05:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
0.0,alajuela,alajuela,central,urbana,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,frontal,9,10
4.0,limón,pococí,huetar caribe,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,frontal,9,6
7.0,cartago,paraíso,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,lluvia,lateral,10,8
25.0,alajuela,alajuela,central,urbana,plano,recta,18:00-23:59,0,verano,no_pavimentada,riesgo,bueno,frontal,9,10
83.0,puntarenas,esparza,pacífico central,rural,plano,recta,00:00-05:59,0,invierno,pavimentada,riesgo,bueno,frontal,9,6
59.0,guanacaste,nicoya,chorotega,rural,pendiente,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,objeto_fijo,9,6
0.0,alajuela,alajuela,central,urbana,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,lateral,10,10
94.0,alajuela,san carlos,huetar norte,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,frontal,9,7
22.0,alajuela,valverde vega,central,rural,pendiente,curva,06:00-11:59,1,verano,pavimentada,buena,bueno,frontal,9,5
3.0,san josé,escazú,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
1.0,san josé,san josé,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
30.0,cartago,paraíso,central,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,frontal,9,8
17.0,puntarenas,garabito,pacífico central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,frontal,9,6
18.0,alajuela,alajuela,central,urbana,plano,recta,00:00-05:59,0,invierno,pavimentada,riesgo,bueno,lateral,10,10
12.0,san josé,montes de oca,central,urbana,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,bueno,lateral,10,10
1.0,san josé,san josé,central,urbana,plano,recta,00:00-05:59,1,verano,pavimentada,buena,bueno,lateral,10,10
4.0,cartago,cartago,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
7.0,alajuela,poás,central,urbana,pendiente,curva,12:00-17:59,1,verano,pavimentada,buena,bueno,frontal,9,4
130.0,limón,matina,huetar caribe,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,interseccion,9,3
14.0,alajuela,alajuela,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,10
92.0,puntarenas,quepos,pacífico central,rural,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,frontal,9,7
13.0,alajuela,alajuela,central,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,frontal,9,10
1.0,puntarenas,puntarenas,pacífico central,urbana,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,lluvia,lateral,10,7
0.0,san josé,goicoechea,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
9.0,guanacaste,la cruz,chorotega,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,frontal,9,3
38.0,puntarenas,garabito,pacífico central,urbana,pendiente,recta,18:00-23:59,1,invierno,pavimentada,buena,lluvia,alcance,7,6
37.0,alajuela,atenas,central,rural,plano,curva,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,6
13.0,limón,pococí,huetar caribe,rural,plano,recta,12:00-17:59,0,invierno,no_pavimentada,buena,bueno,lateral,10,6
43.0,alajuela,atenas,central,urbana,pendiente,recta,06:00-11:59,1,verano,pavimentada,buena,bueno,alcance,7,6
22.0,guanacaste,santa cruz,chorotega,rural,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,lateral,10,6
8.0,san josé,san josé,central,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,lateral,10,10
8.0,alajuela,san ramón,central,rural,plano,curva,18:00-23:59,0,verano,pavimentada,buena,neblina,alcance,7,8
1.0,san josé,san josé,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,frontal,9,10
137.0,san josé,pérez zeledón,brunca,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,7
8.0,alajuela,poás,central,urbana,pendiente,curva,12:00-17:59,0,verano,pavimentada,buena,bueno,lateral,10,4
7.0,heredia,san pablo,central,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,interseccion,9,9
3.0,alajuela,poás,central,rural,pendiente,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,interseccion,9,4
141.0,san josé,pérez zeledón,brunca,urbana,plano,recta,00:00-05:59,1,verano,pavimentada,buena,bueno,frontal,9,7
101.0,puntarenas,quepos,pacífico central,rural,plano,recta,06:00-11:59,1,verano,pavimentada,buena,bueno,alcance,7,7
3.0,san josé,san josé,central,urbana,plano,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,alcance,7,10
1.0,san josé,san josé,central,urbana,pendiente,recta,12:00-17:59,1,invierno,pavimentada,buena,lluvia,alcance,7,10
75.0,alajuela,san carlos,huetar norte,rural,pendiente,recta,00:00-05:59,1,verano,pavimentada,buena,bueno,alcance,7,7
42.0,cartago,turrialba,central,rural,pendiente,curva,12:00-17:59,0,verano,pavimentada,buena,bueno,frontal,9,7
144.0,san josé,pérez zeledón,brunca,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,lateral,10,7
9.0,alajuela,san carlos,huetar norte,urbana,pendiente,curva,12:00-17:59,1,invierno,pavimentada,buena,bueno,frontal,9,7
22.0,guanacaste,santa cruz,chorotega,rural,pendiente,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,frontal,9,6
1.0,san josé,san josé,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
2.0,heredia,belén,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,10
87.0,puntarenas,esparza,pacífico central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,lluvia,lateral,10,6
20.0,alajuela,san carlos,huetar norte,rural,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,interseccion,9,7
17.0,heredia,sarapiquí,huetar norte,rural,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,interseccion,9,2
6.0,san josé,goicoechea,central,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,lateral,10,10
17.0,puntarenas,corredores,brunca,rural,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,lluvia,frontal,9,6
1.0,san josé,pérez zeledón,brunca,rural,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,lateral,10,7
6.0,san josé,san josé,central,urbana,plano,recta,12:00-17:59,1,invierno,pavimentada,buena,lluvia,lateral,10,10
72.0,puntarenas,corredores,brunca,rural,pendiente,curva,06:00-11:59,0,invierno,pavimentada,riesgo,neblina,lateral,10,6
3.0,san josé,san josé,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
136.0,san josé,pérez zeledón,brunca,urbana,plano,recta,06:00-11:59,1,verano,pavimentada,buena,bueno,alcance,7,7
6.0,san josé,san josé,central,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,lateral,10,10
99.0,guanacaste,nicoya,chorotega,rural,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,frontal,9,6
20.0,puntarenas,corredores,brunca,rural,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,lluvia,lateral,10,6
29.0,san josé,pérez zeledón,brunca,rural,plano,curva,12:00-17:59,1,verano,pavimentada,buena,bueno,frontal,9,7
12.0,limón,pococí,huetar caribe,rural,plano,recta,00:00-05:59,1,verano,pavimentada,buena,bueno,frontal,9,6
35.0,alajuela,naranjo,central,rural,pendiente,curva,12:00-17:59,0,verano,pavimentada,buena,bueno,lateral,10,6
0.0,alajuela,upala,huetar norte,urbana,plano,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,frontal,9,5
1.0,san josé,desamparados,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
37.0,alajuela,san carlos,huetar norte,urbana,pendiente,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,frontal,9,7
36.0,heredia,sarapiquí,huetar norte,urbana,plano,recta,00:00-05:59,1,invierno,pavimentada,buena,bueno,lateral,10,2
11.0,alajuela,poás,central,rural,pendiente,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,interseccion,9,4
5.0,puntarenas,buenos aires,brunca,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,lluvia,frontal,9,5
7.0,san josé,san josé,central,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,lateral,10,10
3.0,heredia,heredia,central,urbana,pendiente,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,10
20.0,guanacaste,carrillo,chorotega,rural,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,frontal,9,6
0.0,san josé,san josé,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
22.0,puntarenas,golfito,brunca,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,5
43.0,guanacaste,carrillo,chorotega,rural,pendiente,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,frontal,9,6
4.0,san josé,san josé,central,urbana,plano,recta,00:00-05:59,1,verano,pavimentada,buena,bueno,interseccion,9,10
2.0,alajuela,palmares,central,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,lateral,10,6
1.0,san josé,san josé,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
24.0,cartago,cartago,central,rural,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,interseccion,9,10
27.0,cartago,paraíso,central,rural,pendiente,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,frontal,9,8
0.0,san josé,goicoechea,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
10.0,cartago,el guarco,central,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,frontal,9,9
0.0,san josé,goicoechea,central,urbana,plano,recta,00:00-05:59,0,invierno,pavimentada,buena,bueno,frontal,9,10
0.0,guanacaste,santa cruz,chorotega,rural,plano,curva,06:00-11:59,1,verano,pavimentada,buena,bueno,lateral,10,6
68.0,puntarenas,corredores,brunca,rural,pendiente,curva,12:00-17:59,0,invierno,pavimentada,buena,bueno,interseccion,9,6
22.0,alajuela,zarcero,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,3
16.0,san josé,moravia,central,rural,pendiente,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,alcance,7,10
1.0,puntarenas,puntarenas,pacífico central,urbana,plano,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,frontal,9,7
5.0,alajuela,alajuela,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,10
3.0,puntarenas,puntarenas,pacífico central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,frontal,9,7
47.0,cartago,turrialba,central,rural,plano,recta,06:00-11:59,0,verano,pavimentada,buena,lluvia,lateral,10,7
13.0,alajuela,san carlos,huetar norte,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,lluvia,frontal,9,7
0.0,san josé,san josé,central,urbana,pendiente,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,lateral,10,10
0.0,guanacaste,liberia,chorotega,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,alcance,7,9
76.0,limón,guácimo,huetar caribe,urbana,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,bueno,interseccion,9,5
6.0,heredia,heredia,central,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,lluvia,lateral,10,10
